Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation,Difference
USA,MA,2023,10,Female,16,Right-Handed,179.95247933884298,22,162.30165289256198,1,Car,15,0.157,48,Running/Jogging,900,5,900,900,900,900,22,Same length,76,79,Ring finger,October,Summer,Yes,No,Pizza/Pasta,Water,Languages,6,9,4,Yes - other,In person,10,17,8,3,14,4,14,0,6,8,15,7,14,2,Some,Graduate degree,Other,Freeze time,Happy,Other,International aid,107.0
USA,MA,2019,11,Male,15,Right-Handed,179.95247933884298,26,162.30165289256198,2,Car,10,0.367,34,Basketball,524,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.5
USA,AL,2022,12,Female,18,Right-Handed,179.95247933884298,20,162.30165289256198,1,Car,4,0.3,77,Gymnastics,9,8,9,9,8,9,36,Right foot,8.89,7.62,Ring finger,October,Fall,No,No,Meat,Soft drink (caffeinated),History,6,8,3,Yes - other,Text messaging,20,20,6,10,2,6,4,0,10,10,20,2,42,2,Some,Undergraduate degree,Rock and roll,Invisibility,Happy,Business person,Health,106.0
USA,MA,2015,8,Male,14,Right-Handed,179.95247933884298,24,162.30165289256198,1,Bus,45,.802,73,Athletics,700,500,800,700,50,100,25,Right foot,8.0,7.5,Index finger,November,Fall,No,No,Salads,Water,Art,8,10,4,Yes - other,Internet chat or instant messaging,50,60,4,5,5,2,2,0,3,2,4,6,0,3,A lot,High school,Pop,Fly,Healthy,Teacher,Health,105.0
USA,FL,2018,12,Male,17,Left-Handed,179.95247933884298,26,162.30165289256198,1,Car,10,0.245,41.0,Baseball/Softball,476.0,487.0,540.0,353.0,602.0,930.0,27,Right foot,77.0,83,Ring finger,May,Fall,No,No,Meat,Sports drink,Physical education,6,10,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",50,60,8,10,2,2,5,10.0,10.0,8,1,2,10.0,0.0,Some,High school,Rap/Hip hop,Telepathy,Famous,Sports person,"Wildlife, animals",105.0
USA,FL,2021,10,Female,16,Left-Handed,179.95247933884298,24.5,162.30165289256198,1,Car,12min,0.33,41.0,Dancing,722.0,941.0,1000.0,561.0,684.0,925.0,25,Left foot,75.0,85,Ring finger,April,Spring,No,No,Poultry,Soft drink (caffeinated),Art,7,9,4,Yes - broadband connection,Cell phone,20,25,8,5,1,6,16,2.0,14.0,1,20,1,0.0,0.0,Some,Graduate degree,Pop,Fly,Rich,Actor,Health,105.0
USA,FL,2017,11,Female,17,Right-Handed,179.95247933884298,21,162.30165289256198,2,Car,15,0.763,47.0,Gymnastics,1000.0,500.0,1000.0,1000.0,200.0,700.0,21,Same length,10.0,6,Index finger,September,Summer,Yes,No,Pizza/Pasta,Sports drink,English,8,11,6,Yes - broadband connection,Text messaging,215,245,7,6,4,8,6,0.0,12.0,168,8,2,0.0,0.0,Very little,Graduate degree,Pop,Freeze time,Healthy,Relative,Health,104.5
USA,FL,2018,12,Male,17,Right-Handed,179.95247933884298,25.7,162.30165289256198,1,Car,20,0.296,41.0,Soccer,750.0,600.0,450.0,450.0,1000.0,1000.0,25.7,Same length,80.0,85,Same length,July,Fall,No,No,Pizza/Pasta,Water,Mathematics and statistics,7,10,5,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",200,200,20,10,5,5,6,10.0,10.0,15,20,0,12.0,0.0,Very little,Graduate degree,Rap/Hip hop,Telepathy,Rich,Actor,Health,103.0
USA,MA,2021,12,Female,17,Left-Handed,179.95247933884298,6.5,162.30165289256198,1,Car,15,0.971,55,,0,0,0,0,,1000,6.5,Same length,7,7,Same length,September,Fall,No,No,Seafood,Coffee,Other,5,7,2,Yes - dial-up connection,Text messaging,100,100+,0,35,1,5,0,0,20+,20+,20+,10,20,3,Some,Graduate degree,Pop,Telepathy,Rich,Relative,International aid,102.5
USA,AL,2010,12,Female,17,Right-Handed,179.95247933884298,22,162.30165289256198,1,Car,3,.297,41,Swimming,0,0,0,,1000,1000,22,Same length,6,7,Index finger,May,Spring,Yes,No,Pizza/Pasta,Soft drink (non-caffeinated),History,6,6,6,Yes - broadband connection,Text messaging,300,300,5,3,0,20,24,0,10,10,10,0,0,5,Some,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Religious figure,Religious,102.0
USA,FL,2015,11,Female,16,Left-Handed,179.95247933884298,15,162.30165289256198,1,Bus,20,6.0,15.0,Other,100.0,100.0,10.0,1000.0,1000.0,10000.0,15,Left foot,7.0,7,Ring finger,October,Fall,No,No,Soups,Juice,Social studies,8,12,2,Yes - broadband connection,Text messaging,30,10,0,6,4,5,1,2.0,4.0,4,4,8,3.0,2.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,"Wildlife, animals",102.0
USA,MA,2017,8,Female,14,Right-Handed,179.95247933884298,10,162.30165289256198,2,Bus,30,.727,51,Dancing,900,900,900,900,200,250,10,Left foot,64,73,Index finger,November,Summer,No,No,Pizza/Pasta,Water,Languages,7,10,4,Yes - broadband connection,Text messaging,1,1,2,0,12,14,4,3,0,1,3,4,2,1,Some,Undergraduate degree,Pop,Invisibility,Happy,Relative,Education/Youth development,102.0
USA,FL,2015,11,Female,16,Left-Handed,179.95247933884298,23,162.30165289256198,2,Car,10,0.407,37.0,Dancing,500.0,500.0,500.0,500.0,700.0,1000.0,23,Same length,7.0,8,Ring finger,November,Winter,No,No,Pizza/Pasta,Water,Science,7,10,4,Yes - other,Text messaging,50,200,4,1,10,7,12,0.0,5.0,5,24,8,0.0,0.0,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Health,101.0
USA,AL,2022,12,Male,18,Ambidextrous,179.95247933884298,29,162.30165289256198,1,Car,10,0.328,43,Baseball/Softball,80,754,904,888,567,1000,29,Same length,5,4,Same length,December,Spring,Yes,No,Meat,Water,,8,9,5,Yes - other,In person,15,9,6,2,0,5,15,0,6,3,7,1,9,2,Very little,Some college,Country,Super strength,,,Religious,100.19999999999999
USA,AL,2010,12,Male,18,Right-Handed,179.95247933884298,34,162.30165289256198,1,Car,4,.282,32,Basketball,0,0,1000,,0,0,34,Same length,9,8,Index finger,September,Summer,No,No,Meat,Water,History,8,9,3,Yes - broadband connection,In person,68,80,25,1,1,5,5,2,2,1,4,6,0,3,,Graduate degree,Rap/Hip hop,Fly,Happy,Other,International aid,100.0
USA,FL,2019,12,Female,17,Right-Handed,179.95247933884298,25,162.30165289256198,1,Bus,15,0.424,46.0,Tennis,850.0,825.0,800.0,900.0,100.0,600.0,25,Right foot,735.0,680,Index finger,January,Winter,No,No,Meat,Water,Music,6,5,4,Yes - other,Internet chat or instant messaging,45,50,7,8,5,2,6,10.0,9.0,10,10,0,20.0,5.0,Some,Undergraduate degree,Techno/Electronic,Invisibility,Happy,Friend,"Wildlife, animals",99.5
USA,AL,2022,12,Female,17,Left-Handed,179.95247933884298,22.86,162.30165289256198,1,Bus,40,0.449,38,Swimming,900,800,900,700,500,850,24.13,Left foot,88.6,88.8,Ring finger,July,,No,No,Seafood,Water,Science,6,10,2,Yes - other,Text messaging,3,7,2,0,4,3,0,0,6,2,20,5,14,0,Some,Graduate degree,Rhythm and blues (R&B),Fly,Rich,Other,"Wildlife, animals",99.05999999999999
USA,FL,2021,10,Male,16,Right-Handed,179.95247933884298,28,162.30165289256198,1,Car,5,0.353,36.0,Swimming,604.0,610.0,481.0,471.0,791.0,818.0,28,Same length,67.0,71,Ring finger,June,Summer,No,No,Meat,Water,Computers and technology,7,11,5,Yes - broadband connection,Text messaging,42,75,0,5,0,30,0,4.0,2.0,5,2,10,0.0,2.0,Very little,Graduate degree,Rock and roll,Freeze time,Healthy,Relative,Religious,99.0
USA,AL,2023,12,Female,17,Right-Handed,179.95247933884298,17.78,162.30165289256198,1,Car,30,0.427,73,Football (American),492,647,749,1000,305,353,19,Same length,137,136,Same length,April,Fall,Yes,No,Breads/Sandwiches,Soft drink (caffeinated),Music,8 ,6,5,Yes - other,Other,100 ,105,7,14,4,4,2,0,10,10,5,5,6,2,Some,Graduate degree,Country,Telepathy,Happy,Relative,"Arts, culture, sports",98.1
USA,FL,2015,12,Female,17,Right-Handed,179.95247933884298,20,162.30165289256198,1,Car,30,0.472,42.0,Tennis,900.0,900.0,950.0,700.0,700.0,800.0,20,Same length,70.0,80,Ring finger,January,Fall,No,Yes,Seafood,Water,Art,6,8,5,Yes - broadband connection,In person,2,10,12,1,20,15,5,0.0,0.0,2,10,2,0.0,5.0,A lot,Graduate degree,Pop,Invisibility,Happy,Relative,"Wildlife, animals",98.0
USA,MA,2013,11,Female,16,Right-Handed,179.95247933884298,,162.30165289256198,3,Car,30,,,Swimming,700,600,500,700,500,800,,Same length,,,Same length,July,Summer,No,No,Pizza/Pasta,Coffee,,6,9,5,Yes - other,Text messaging,250,250,20,3,5,9,1,0,10,100,1,7,0,8,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Musician or singer,"Wildlife, animals",97.5
USA,MA,2017,8,Male,14,Right-Handed,179.95247933884298,23.5,162.30165289256198,3,Walk,4,.307,45,Basketball,1,200,1,200,300,200,23.7,Left foot,56,76,Ring finger,March,Fall,No,No,No favorite,Water,Mathematics and statistics,7,7,4,Yes - broadband connection,Cell phone,25,26,0,98,3,1,.2,16.45,3,.5,105,0,0,.1,Very little,Other,Rhythm and blues (R&B),Freeze time,Happy,Musician or singer,"Arts, culture, sports",97.5
USA,AL,2021,12,Female,18,Right-Handed,179.95247933884298,20,162.30165289256198,1,Car,15,.5,41,Other,900,980,800,990,990,990,20,Same length,8cm,8cm,Same length,December,Summer,Yes,No,Meat,Soft drink (caffeinated),Science,8,8-10,4,Yes - broadband connection,Cell phone,20,25,10-20,20,3,5,0,0-5,5,1,50,10-30,10-30,5,Some,Undergraduate degree,Country,Freeze time,Rich,Friend,"Wildlife, animals",97.0
USA,AL,2022,12,Female,19,Right-Handed,179.95247933884298,23.8,162.30165289256198,1,Bus,28,1.054,48,Tennis,1000,500,500,500,200,200,23.8,Same length,65,63,Same length,January,Winter,Yes,No,Desserts,Soft drink (caffeinated),Art,9,12,5,Yes - other,Text messaging,23,35,5,37,24,16,0,4,17,17,16,5,0,15,A lot,High school,Other,Freeze time,Happy,Relative,Other,96.0
USA,MA,2016,8,Female,13,Left-Handed,179.95247933884298,23,162.30165289256198,2,Car,6,.485,45,Baseball/Softball,500,500,600,600,1000,900,21,Right foot,70,69,Index finger,April,Spring,Yes,No,Pizza/Pasta,Coffee,English,7,9,5,Yes - other,Text messaging,300,320,27,.5,15,10,11,0,5,7,1,.5,0,2,A lot,Graduate degree,Country,Fly,Happy,Relative,Health,95.5
USA,MA,2019,10,Female,15,Right-Handed,179.95247933884298,27,162.30165289256198,3,Rail (Train/Tram/Subway),45 ,0.422,39,Athletics,1000,500,500,900,1000,1000,27,Same length,,,,July,Summer,No,,Poultry,Water,Other,5,9,4,Yes - other,Text messaging,30,35,10,20,40,30,25,5,40,40,35,20,0,0,A lot,Graduate degree,Pop,Telepathy,Happy,Other,Health,94.1
USA,MA,2021,11,Male,17,Right-Handed,179.95247933884298,26,162.30165289256198,one,Car,5,.274,25,Other,1000,765,1000,775,679,695,27,Left foot,75,78,Ring finger,January,Summer,Yes,No,Meat,Water,Science,4,4,3,Yes - broadband connection,Cell phone,100,140,3,15,15,10,10,10,15,3,10,4,0,5,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Other,"Wildlife, animals",93.0
USA,MA,2016,8,Female,13,Left-Handed,179.95247933884298,10,162.30165289256198,1,Bus,20,0.532,41,Bowling,963,866,930,968,1000,1000,10,Same length,65,70,Ring finger,June,Fall,Yes,No,No favorite,Milk,Other,6,8,5,Yes - broadband connection,Internet chat or instant messaging,2,2,5,0,2,1,0,10,10,1,12,0,0,0,Some,High school,Country,Fly,Happy,Friend,Other,93.0
USA,MA,2018,12,Male,18,Right-Handed,179.95247933884298,30,162.30165289256198,2,Rail (Train/Tram/Subway),20,0.84,58,Tennis,200,400,1000,800,1000,1000,30,Same length,70,78,Ring finger,November,Summer,No,No,Meat,Water,Mathematics and statistics,7,8,3,Yes - broadband connection,Cell phone,10,15,1,0.4,2,1,0.1,2,2,0.5,2,0,0,0.5,Some,Graduate degree,Rock and roll,Freeze time,Rich,Other,"Arts, culture, sports",92.0
USA,AL,2023,12,Male,18,Right-Handed,179.95247933884298,24.2,162.30165289256198,1,Car,20,0.7,30,Other,10,10,7,6,6,6,24,Right foot,99,98,Ring finger,January,Fall,No,No,Rice/Noodle dishes,Water,Science,9,10,4,Yes - broadband connection,In person,100,100,8,8,6,5,5,5,3,4,6,4,12,2,Some,Graduate degree,Reggae,Fly,Happy,Sports person,"Arts, culture, sports",91.0
USA,AL,2023,12,Female,18,Left-Handed,179.95247933884298,22,162.30165289256198,2,Car,10,.35,45,Dancing,588,594,599,599,417,219,74,Same length,75,70,Index finger,January,Fall,Yes,No,Breads/Sandwiches,Soft drink (caffeinated),Social studies,6,7,7,Yes - other,Text messaging,50,50,10,3,2,15,3,1,5,2,5,7,12,3,Some,Undergraduate degree,Pop,Invisibility,Happy,Relative,International aid,91.0
USA,FL,2020,12,Male,17,Right-Handed,179.95247933884298,26,162.30165289256198,2,Car,10,0.34,37.0,Soccer,750.0,680.0,800.0,800.0,900.0,1000.0,25.5,Right foot,16.0,16,Same length,May,Summer,No,No,Meat,Sports drink,Mathematics and statistics,7,10,3,Yes - broadband connection,Internet chat or instant messaging,20,25,20,5,15-20,10,10,5.0,10.0,3,100,10,0.0,5.0,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Sports person,Health,90.0
USA,MA,2015,6,Female,12,Right-Handed,179.95247933884298,22,162.30165289256198,1,Car,10,.5,41,Other,900,500,300,200,0,0,22.5,Left foot,6.1,7,Ring finger,December,Spring,,,Pizza/Pasta,Water,Mathematics and statistics,9,8,4,Yes - other,In person,3,6,10,1,5,3,12,1,1,1,2,5,0,3,A lot,Graduate degree,Pop,Telepathy,Happy,Sports person,Health,89.0
USA,FL,2010,11,Male,15,Right-Handed,179.95247933884298,24,162.30165289256198,2,Bus,30,0.56,43.0,Other,1000.0,800.0,800.0,,1000.0,1000.0,24,Same length,9.0,8,Index finger,May,Fall,No,No,Rice/Noodle dishes,Juice,Mathematics and statistics,7,9,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",25,27,1,1,1,1,1,1.0,1.0,1,1,1,1.0,1.0,A lot,Graduate degree,Pop,Telepathy,Rich,Friend,"Wildlife, animals",89.0
USA,MA,2014,12,Male,18,Right-Handed,179.95247933884298,30,162.30165289256198,2,Car,5,.822,45,Soccer,,,,,,,30,Same length,9,8.5,Index finger,September,Summer,No,No,Meat,Water,History,7.5,8,5,Yes - broadband connection,Text messaging,230,240,25,2,2,15,20,10,5,5,10,10,0,8,A lot,Graduate degree,Country,Invisibility,Healthy,Doctor or nurse,Health,88.0
USA,MA,2014,8,Male,13,Right-Handed,179.95247933884298,25,162.30165289256198,1,Bus,20,0.358,35,Basketball,1000,750,1000,950,200,300,24.5,Right foot,70,75,Ring finger,April,Spring,No,No,Pizza/Pasta,Soft drink (caffeinated),Science,8,11,4,Yes - broadband connection,Telephone,2,2,1,1,4,1,1,,,1,1,1,,1,A lot,Other,Rock and roll,Freeze time,Happy,Other,International aid,87.5
USA,MA,2018,12,Female,17,Right-Handed,179.95247933884298,22 cm,162.30165289256198,2,Car,15 mi,0.484,40,Soccer,1000,487,663,807,0,241,22 cm,Same length,50mm,50.5m,Ring finger,February,Spring,No,No,Seafood,Tea,Mathematics and statistics,7,9,5,Yes - other,Cell phone,20,10,,,1,5,,,,,,,5,1,A lot,Graduate degree,Reggae,Telepathy,Happy,Relative,Health,87.0
USA,AL,2022,12,Female,18,Right-Handed,179.95247933884298,244,162.30165289256198,1,Car,15,0.338,6,Athletics,4,3,1,2,5,6,21,Left foot,720,720,Same length,November,Summer,Yes,No,Poultry,Sports drink,Science,6,10,3,Yes - broadband connection,Text messaging,25,50,1,3,3,2,15,0,3,1,10,2,12,0,Very little,Graduate degree,Rhythm and blues (R&B),Fly,Happy,Relative,International aid,87.0
USA,FL,2015,11,Female,18,Right-Handed,179.95247933884298,24,162.30165289256198,1,Car,8,0.464,26.0,Running/Jogging,1000.0,1000.0,1000.0,1000.0,250.0,500.0,24,Same length,20.0,20,Same length,September,Fall,No,No,Pizza/Pasta,Water,English,5,7,4,Yes - broadband connection,Text messaging,15,15,4,1,1,5,4,0.0,3.0,1,2,0,25.0,3.0,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,"Wildlife, animals",82.0
USA,MA,2016,8,Female,14,Left-Handed,179.95247933884298,25,162.30165289256198,1,Bus,25,.323,44,Other,824,941,963,807,893,941,25,Same length,80,70,Index finger,September,Summer,No,No,Salads,Water,Other,6,9,6,Yes - other,Text messaging,500,700,80,3,25,35,10,15,50,100,150,14,2,10,A lot,Graduate degree,Pop,Telepathy,Happy,Friend,Education/Youth development,82.0
USA,MA,2018,12,Female,17,Right-Handed,179.95247933884298,22,162.30165289256198,1,Car,15,.75,44,Lacrosse,760,600,1000,500,1000,1000,21,Right foot,,,Index finger,December,Fall,Yes,No,Vegetables,Water,Mathematics and statistics,6,9,3,Yes - broadband connection,Text messaging,80,100,2,3,8,4,5,0,12,30,10,3,60,2,Some,High school,Rap/Hip hop,Telepathy,Happy,Doctor or nurse,Health,82.0
USA,AL,2018,8,Female,14,Left-Handed,179.95247933884298,24.1,162.30165289256198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.1
USA,FL,2021,10,Female,16,Left-Handed,179.95247933884298,22.5,162.30165289256198,1,Car,5,0.734,55.0,Dancing,400.0,450.0,700.0,600.0,700.0,800.0,23,Left foot,65.0,65,Same length,January,Summer,Yes,No,Rice/Noodle dishes,Water,English,6,10,4,Yes - broadband connection,In person,15,30,20,10,8,8,25,0.0,20.0,3,10,3,0.0,2.0,Some,Graduate degree,Pop,Fly,Happy,Relative,Health,81.0
USA,MA,2018,12,Male,17,Right-Handed,179.95247933884298,24,162.30165289256198,2,Car,12,.422,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.0
USA,AL,2015,12,Male,17,Right-Handed,179.95247933884298,29,162.30165289256198,1,Car,5,.441,51,Football (American),650,800,1000,900,400,1000,29,Same length,8.5,8.9,Ring finger,August,Fall,No,No,Seafood,Water,Science,8,10,1,Yes - broadband connection,Text messaging,75,75,12,5,4,0,10,10,8,15,7,0,25,0,A lot,Graduate degree,Rap/Hip hop,Fly,Rich,Coach or club leader,"Wildlife, animals",78.4
USA,AL,2022,12,Female,18,Right-Handed,179.95247933884298,25,162.30165289256198,1,Car,3,0.456,40,Lacrosse,765,508,337,460,738,754,25,Same length,76.2,76.2,Same length,December,Summer,No,No,Fruit,Water,Other,5,5,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",5,20,40,1,0,6,10,0,25,1,5,10,23,8,,Graduate degree,Rap/Hip hop,Telepathy,Rich,Coach or club leader,Education/Youth development,75.19999999999999
USA,MA,2021,9,Male,17,Right-Handed,179.95247933884298,27,162.30165289256198,2,Car,15,0.37,50,Other,500,600,800,1000,700,1000,27,Same length,100,101.5,Ring finger,March,Winter,Yes,No,Poultry,Water,Computers and technology,6,9,3,Yes - other,Text messaging,1,1,2,1,7,5,1.5,7,8,0.2,10,2,0,1,Some,Graduate degree,Heavy metal,Freeze time,Healthy,Religious figure,Religious,72.0
USA,MA,2018,8,Male,14,Right-Handed,179.95247933884298,9,162.30165289256198,1,Bus,20,0.544,61,Gymnastics,663,374,834,390,139,973,93,Same length,4,3,Index finger,August,Winter,No,No,Meat,,Physical education,6,8,5,Yes - other,In person,2,3,2,1,30,2,1,4,2,2,4,1,0,1,Some,Some college,Other,Telepathy,Healthy,Community leader or elder,Environment,70.0
USA,FL,2015,11,Female,17,Ambidextrous,179.95247933884298,60,162.30165289256198,2,Car,10,0.594,45.0,Soccer,500.0,800.0,1000.0,1000.0,800.0,800.0,60,Same length,100.0,100,Same length,May,Fall,No,No,Meat,Water,History,8,9,5,Yes - other,Text messaging,200,200,0,1,35,5,1,3.0,35.0,35,35,20,0.0,10.0,A lot,Graduate degree,Rock and roll,Invisibility,Happy,Relative,"Wildlife, animals",70.0
USA,MA,2018,8,Female,13,Right-Handed,179.95247933884298,22,162.30165289256198,1,Walk,15,0.386,39,Gymnastics,1000,1000,1000,1000,1000,1000,22,Right foot,6.5,8,Same length,February,Winter,Yes,No,Vegetables,Water,Other,8,7,4,Yes - other,Text messaging,100,200,1,1,7,7,5,1,4,6,5,4,3,7,Some,Other,Other,Freeze time,Healthy,Other,Education/Youth development,69.0
USA,FL,2020,12,Female,17,Right-Handed,179.95247933884298,24,162.30165289256198,1,Car,8,0.372,42.0,Soccer,800.0,743.0,566.0,787.0,800.0,900.0,24,Same length,86.0,94,Ring finger,February,Fall,Yes,No,Rice/Noodle dishes,Coffee,History,6,8,3,Yes - other,Text messaging,50,62,3,0,,,,,,,,,,,,,,,,,,68.0
USA,AL,2013,11,Female,17,Right-Handed,179.95247933884298,23,162.30165289256198,3,Car,15,0.47,38,Dancing,50,0,50,50,1000,1000,23,Same length,72,75,Ring finger,February,Fall,Yes,No,Meat,Water,History,9,11,4,Yes - broadband connection,Text messaging,12,20,0,0,50,20,0,10,20,10,10,10,0,18,A lot,Other,Pop,Invisibility,Healthy,Relative,Health,65.0
USA,FL,2021,11,Female,16,Right-Handed,179.95247933884298,19.05,162.30165289256198,1,Car,15,0.36,37.0,Baseball/Softball,1000.0,800.0,904.0,1000.0,0.0,750.0,19.05,Same length,76.2,74,Ring finger,December,Fall,Yes,No,Seafood,Soft drink (caffeinated),Social studies,6,8,3,Yes - broadband connection,Text messaging,300,300,15,3,3,40,10,10.0,8.0,30,10,40,0.0,10.0,Some,Undergraduate degree,Rhythm and blues (R&B),Invisibility,Rich,Relative,Health,62.0
USA,MA,2018,12,Female,17,Right-Handed,179.95247933884298,23.8,162.30165289256198,1,Bus,10 ,0.807,45 ,Other,1000,1000,1000,600,0,500,24.5,Left foot,2 1/2,3,Ring finger,December,Fall,No,No,Meat,Water,Other,6,7,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",2,2,35,7,3,1,1,0,48,24,48,4,9,2,A lot,High school,Rap/Hip hop,Telepathy,Rich,Musician or singer,Health,58.400000000000006
USA,MA,2014,6,Male,11,Right-Handed,179.95247933884298,28,162.30165289256198,1,Bus,20,.197,36,Swimming,100,900,200,500,1000,1000,28,Left foot,65,70,Ring finger,August,Summer,Yes,No,Pizza/Pasta,Juice,Science,10,8,4,Yes - broadband connection,In person,0,0,8,2,4,10,5,48,0,0,2,5,0,2,Some,Graduate degree,Pop,,Rich,Other,"Wildlife, animals",58.0
USA,FL,2013,12,Male,16,Right-Handed,179.95247933884298,28,162.30165289256198,1,Car,15,0.311,32.0,Soccer,575.0,575.0,200.0,750.0,500.0,500.0,28,Same length,80.0,90,Ring finger,October,Spring,No,No,No favorite,Water,Mathematics and statistics,6,9,3,Yes - broadband connection,In person,75,75,24,16,21,32,12,0.0,42.0,42,48,21,0.0,23.0,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,Health,57.5
USA,FL,2019,6,Male,12,Right-Handed,179.95247933884298,25.4,162.30165289256198,2,Car,30,0.26,9.0,Basketball,650.0,575.0,250.0,300.0,1000.0,1000.0,25.4,Right foot,75.6,76.4,Ring finger,October,Summer,Yes,No,Meat,Water,Mathematics and statistics,7,5,5,Yes - broadband connection,Cell phone,7,6,30,3,6,10,10,10.0,6.0,3,10,2,0.0,2.0,A lot,Other,Rap/Hip hop,Freeze time,Rich,Relative,Health,57.0
USA,FL,2022,11,Male,16,Right-Handed,179.95247933884298,28,162.30165289256198,1,Bus,15,0.728,62.0,Basketball,800.0,1000.0,1000.0,1000.0,700.0,750.0,28,Same length,91.3,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0
USA,AL,2023,12,Female,18,Left-Handed,179.95247933884298,26,162.30165289256198,1,Car,10,84,79,Golf,1000,1000,1000,1000,1000,1000,26,Same length,50,70,Index finger,February,Fall,No,No,Meat,Water,Mathematics and statistics,9,9,4,Yes - broadband connection,Cell phone,10,5,10,2,5,6,8,8,4,9,9,8,40,25,Very little,Graduate degree,Pop,Invisibility,Rich,Friend,Education/Youth development,55.0
USA,MA,2022,12,Male,17,Right-Handed,179.95247933884298,23,162.30165289256198,1,Car,7,0.315,43,Hockey (Ice),1000,1000,1000,1000,700,800,20,Same length,90,80,Ring finger,July,Fall,No,No,Pizza/Pasta,Water,Social studies,7,10,5,Yes - other,Internet chat or instant messaging,50,2000,5,1,3,10,8,0,12,6,8,0,20,5,Very little,High school,Rap/Hip hop,Fly,Happy,Relative,International aid,51.0
